,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted
1378,ZTF19aaxhysx,0.08314098,0.00464004,z_snid,58649.39173828328,0.000728193,0.6633877740982114,-0.01580621,0.3268955079984152,3.390560655191512e-05,0.3040731184781559,0.043149295,5.382674578020861e-06,-0.045460549,-0.005111724,-5.84E-06,-9.63E-07,-5.53E-05,0.068397381,3.1,0,0.9504622926052384,314.43232,-7.716828,snia-cosmo,norm,1,1,2019gwn,100
1379,ZTF19aaxibby,0.06136253,0.0035,z_snid,58651.982738636216,0.000777673,2.452659396623397,0.079439786,0.2373321163613582,3.3464588261111023e-05,0.2789661713903337,0.036939395,1.2484775896864055e-06,-0.00983319,-0.001461947,-4.67E-06,-9.38E-07,0.000839201,0.047174406,3.1,0,0.005504747,320.590228,-12.813598,snia-cosmo,norm,1,1,2019hbs,100
1380,ZTF19aaxibpz,0.06546212,1.118e-05,z_gal,58648.22878303781,0.000919886,0.3846297868788549,0.06884337,0.1544163146500068,3.520531261532123e-05,0.1960954381195451,0.033347958,6.998125983645648e-07,0.000199397,-0.000641319,-3.09E-06,-9.93E-07,0.00183447,0.044799292,3.1,0,0.068906228,347.504287,9.620164,snia-cosmo,norm,1,1,2019gwx,100
1381,ZTF19aaxnlps,0.08126622,0.00015044,z_gal,58644.004901100765,0.000440099,-0.751613139,0.035119982,0.4577265460757189,2.0021468655263066e-05,0.5398148406873242,0.041012788,2.5533862395639144e-06,-0.118449428,-0.005509373,-3.33E-06,-6.78E-07,-0.001797785,0.1824288665631619,3.1,0,0.8103475941844569,296.38584,-15.515961,snia-cosmo,norm,1,1,2019hcf,100
1382,ZTF19aaxolvo,0.01828194,1.098e-05,z_gal,58580,,,,,,,,,,,,,,0.038625236,3.1,0,,327.734555,-9.268454,snia,,,,2019fhx,
1383,ZTF19aaxpjpq,0.07285822,1.011e-05,z_gal,58651.38237218215,0.000606186,-0.310788595,0.012350274,0.1979788931275834,2.847568766750744e-05,0.3865403135266355,0.040766405,-1.08E-06,0.014210737,0.001412309,-6.48E-06,-9.85E-07,0.005891963,0.007054483,3.1,0,0.1790353775541251,152.142839,55.516245,snia,,1,1,2019gyz,100
1384,ZTF19aaxpjwk,0.01340017,1.007e-05,z_gal,,,,,,,,,,,,,,,0.024515006,3.1,0,0,221.447861,50.39675,snia-cosmo,norm,0,0,2019cth,100
1385,ZTF19aaxptsd,0.0650317,1.109e-05,z_gal,58652.68819909537,0.00070078,0.098926622,0.075626393,0.2566364782142045,3.4001299473051584e-05,0.3610445469512205,0.042478697,-2.02E-06,0.04123379,0.003503204,-6.51E-06,-1.24E-06,0.006421578,0.037518304,3.1,0,0.6167495650983987,154.662881,75.524299,snia-cosmo,norm,1,1,2019heh,100
1386,ZTF19aaxqsbn,0.055899,1.414e-05,z_gal,58650.10141467987,0.00057933,-0.68761497,0.2608732100799377,0.1173801947043102,2.147546491383862e-05,0.1494783633766147,0.032259258,-3.33E-07,0.003620547,0.000434642,-1.13E-06,-5.96E-07,0.000886428,0.026448288,3.1,0,0.011231281,203.025935,80.162935,snia-cosmo,norm,1,1,2019gzd,98.52941176470588
1387,ZTF19aaxyukr,0.08595092,0.00372055,z_snid,58654.369477345565,0.000762858,1.647478893808453,-0.044794597,0.2523706428619334,3.0242832061901515e-05,0.2524055942382288,0.037548463,1.694745157821445e-07,0.009579378,-0.000402871,-3.05E-06,-8.89E-07,0.001140642,0.021803991,3.1,0,0.8052609398608839,226.375541,16.894247,snia-cosmo,91t,1,1,2019hgl,100
1388,ZTF19aayabqe,0.03109391,1.316e-05,z_gal,58648.60321994618,0.000314417,-3.108371497,0.642157434,0.1429913947322347,1.1567786470603657e-05,0.1243265743338075,0.03244187,-8.03E-08,-0.002644795,-0.000100631,-1.41E-07,-3.32E-07,0.000311631,0.009227766,3.1,0,9.886604515254887e-29,243.522633,60.783144,snia-pec,91bg,1,0,2019hep,96.66666666666669
1389,ZTF19aayckwk,0.08518331,1.422e-05,z_gal,58650.511397712304,0.000550309,-1.154065949,0.040313521,0.234420961,2.581536982320233e-05,0.2761577435908594,0.042511402,2.0187814119581243e-06,0.004081247,-0.002062537,-2.88E-06,-8.26E-07,0.001643339,0.034265498,3.1,0,0.3067088448082816,325.312795,-9.66801,snia,,1,1,2019hsz,100
1390,ZTF19aaycomi,0.03584078,2.236e-05,z_gal,58654.663949774345,0.003078777,-0.900225241,0.055766896,0.096441805,0.000103133,0.068422447,0.029274725,-1.47E-07,-0.000320995,-0.000123557,-1.56E-06,-2.60E-06,0.000102852,0.035504686,3.1,0,0.3019420877119405,351.304383,9.453189,snia-cosmo,norm,1,1,2019hbb,100
1391,ZTF19aaydpru,0.0479932,1.414e-05,z_gal,58636.865381387615,0.001610935,-0.648535883,-0.056268147,2.7779339540320507,0.000241118,1.6217129196850266,0.061057167,-0.000646787,-3.75026621,0.060490772,0.000200928,-9.35E-06,0.00163197,0.1064727892628521,3.1,0,0.2856563057139029,194.421434,-24.476609,snia-cosmo,norm,0,0,2019ftd,100
1392,ZTF19aayfaum,0.02418544,1.042e-05,z_gal,58659.17593570525,0.004929848,1.2170330896642034,0.1702628423933226,0.049615619,0.000152876,0.054481359,0.027694062,1.4539793932841976e-06,-0.000651604,-0.00026094,2.759891398870909e-07,-3.68E-06,-0.000242414,0.029620134,3.1,0,0.999999975,267.433177,48.459953,snia-cosmo,norm,1,1,2019hez,100
1393,ZTF19aayjqpa,0.08678215,0.0014803,z_SEDm,58656.23875233021,0.000553063,1.1629147909823585,0.06716062,0.3266073965387477,2.0527078181038417e-05,0.3226543698529265,0.034756409,-1.40E-06,-0.001154205,0.002224043,-1.94E-06,-5.77E-07,0.001159338,0.017099664,3.1,0,0.979356361,190.690154,73.81272,snia-cosmo,norm,1,1,2019hnn,100
1394,ZTF19aayjsty,0.07114933,2.183e-05,z_gal,58651.65737,0.000785839,-1.258885495,-0.085285096,0.2354645874293055,3.6176528101452014e-05,0.3733702368066011,0.043391303,-2.28E-06,0.02355843,0.001916109,-7.20E-06,-1.27E-06,0.005894574,0.03111285,3.1,0,0.9655090897316336,212.685934,-8.204023,snia-cosmo,norm,1,1,2019hei,100
1395,ZTF19aaykugs,0.04568194,1.268e-05,z_gal,58654.26498531793,0.000374964,1.097875118884204,0.3946464862311236,0.3562145981486537,3.575539252120166e-05,0.6661939182383095,0.067864749,-2.16E-06,-0.006719817,0.006140203,-1.81E-05,-2.26E-06,0.027400769,0.007962778,3.1,0,0.2823283804117322,165.172159,60.064448,snia-cosmo,norm,1,1,2019hmc,100
1396,ZTF19aaynskj,0.08645032,1.152e-05,z_gal,58643.883286518736,0.0006642,0.7265593138085017,-0.065762449,1.4092043138334702,3.198899317860164e-05,0.4905297437696142,0.042139699,-2.67E-05,-0.589236098,0.017757912,6.137739782535131e-06,-9.63E-07,-0.007405857,0.019435536,3.1,0,0.896430689,2.258427,1.368673,snia-cosmo,norm,0,0,2019hav,100
1397,ZTF19aaynsws,0.05531864,1.81e-05,z_gal,58645.65148140872,0.000688259,-2.136837568,0.024443085,0.5807952589602792,3.0913820808144415e-05,0.2187643730855848,0.056094406,-2.19E-09,-0.048817649,-0.013789615,-6.17E-07,-1.11E-06,-0.001793508,0.0684734,3.1,0,0.011592536,357.660904,6.106474,snia-pec,91bg,0,1,2019hhz,100
1398,ZTF19aaynsyd,0.02742461,1.849e-05,z_gal,58640.95081323226,0.005210808,-0.676387351,0.1247550150148548,0.4083687869533605,0.000205244,0.084352436,0.031918273,-4.12E-05,-0.006690711,0.000489385,-5.33E-07,-4.72E-06,-0.000602863,0.02076205,3.1,0,0.4140527539416582,356.857979,0.949418,snia-cosmo,norm,0,1,2019gfb,100
1399,ZTF19aayogzn,0.06973686,1.219e-05,z_gal,58658.25217841457,0.000669368,1.516643171424987,0.077082356,0.128113173,2.0936232344422335e-05,0.1775876379246542,0.02865338,1.7586892291426962e-08,0.003990628,0.000209603,-7.45E-07,-5.09E-07,0.000407391,0.007785815,3.1,0,0.8955305464305428,206.037525,42.669116,snia,,1,1,2019hkl,100
1400,ZTF19aaypehm,0.11635686,1.088e-05,z_gal,58657.91240498279,0.000460491,1.143642623689951,-0.036644036,0.2430990973116422,1.5742381315743154e-05,0.2347761499055863,0.032272259,-1.90E-07,-0.005354612,-6.99E-05,-1.04E-06,-4.19E-07,0.000805331,0.036913344,3.1,0,0.698923745,239.360122,29.52793,snia-cosmo,norm,1,1,2019hup,100
1401,ZTF19aayqait,0.07358437,0.0096645,z_snid,58653.242422547984,0.000844273,-1.692449411,-0.17543338,0.09745983,2.66478057723542e-05,0.087515029,0.030295597,9.60938041929052e-08,-0.000620144,-0.000470249,-1.85E-07,-6.74E-07,-0.000330005,0.1044668772179427,3.1,0,5.4312195039474154e-08,291.467688,40.813969,snia,,1,0,2019hsy,100
1402,ZTF19aayrjnf,0.07377328,0.00452134,z_snid,58638.63273581231,0.00105751,-0.749546014,-0.100209993,1.2906915062012558,0.000100004,0.2819618281970388,0.048825696,-0.00011629,-0.097244703,0.029680681,1.29583078802812e-06,-2.90E-06,-0.007178007,0.028314208,3.1,0,0.7402607478359848,353.087732,-0.552999,snia,,0,0,2019hlx,100
1403,ZTF19aayshvd,0.04752722,1.225e-05,z_gal,58656.757313638096,0.001761585,0.1762836203609568,-0.03556749,4.740608784428332,0.001277606,7.342678346603646,0.2500000403309101,0.002568334,14.96362707651554,0.5475733417231001,-0.003904218,-0.00018901,1.3834308694618371,0.029670539,3.1,0,0,157.244453,8.479521,snia-cosmo,norm,0,0,2019hma,100
1404,ZTF19aaysiwt,0.0925635,0.00042003,z_nonSEDm,58657.11296439367,0.000614867,1.6624159142199464,-0.06643304,0.2398165462582255,2.139802823919728e-05,0.2837350296317099,0.035160862,-5.00E-07,-0.001150955,0.000584651,-1.94E-06,-6.08E-07,0.001440744,0.011497163,3.1,0,0.9659075972291876,162.933074,44.122617,snia,,1,1,2019hnt,100
1405,ZTF19aayslow,0.06054924,1.11e-05,z_gal,58660.73280212563,0.001191428,0.6835055741596021,-0.006280565,0.1504521891220065,4.074318890394033e-05,0.1775561121364754,0.030795683,-3.20E-07,-0.00284526,0.000310158,-2.34E-06,-1.06E-06,0.000951782,0.00963411,3.1,0,0.6177219098947863,203.227065,32.102473,snia-cosmo,91t,1,1,2019hnu,100
1406,ZTF19aayveer,0.07447325,0.00148844,z_SEDm,58656.91222387473,0.000673776,-0.297424941,-0.025585452,0.18122282,2.345655311486103e-05,0.1294759078215894,0.031708698,-7.67E-07,-0.003370971,0.000430505,-4.26E-07,-6.37E-07,-0.000119573,0.1591748690811412,3.1,0,0.9979761974330036,310.765107,25.005228,snia-cosmo,norm,1,1,2019hzw,100
1407,ZTF19aayvylv,0.06973305,0.00042025,z_nonSEDm,58660.66238032105,0.000952683,1.605058356,-0.017244065,0.3885880153720791,3.776294201719845e-05,0.1747272716352014,0.031772041,-5.58E-06,-0.036354073,0.003304721,-7.66E-07,-9.84E-07,-0.00069385,0.036658412,3.1,0,0.081812511,22.581863,31.80508,snia-cosmo,norm,1,1,2019hrx,100
1408,ZTF19aaywatq,0.0147502,0.00012715,z_gal,,,,,,,,,,,,,,,0.1540739044122357,3.1,0,0.8706899346895065,44.163641,47.52611,snia-cosmo,norm,0,0,2019ibj,100
1409,ZTF19aaywazj,0.02447693,0.00016708,z_gal,58645.98487434747,0.005298894,-1.28357536,0.061027757,0.2959965945810836,0.000342404,0.1356026722818566,0.049401222,-9.77E-06,-0.017188598,-0.000651084,-2.35E-05,-1.59E-05,0.003240461,0.1184408255053209,3.1,0,0.9200566818468048,41.584401,44.954999,snia-cosmo,norm,0,1,2019hzu,100
1410,ZTF19aaywlmi,0.07710571,1.033e-05,z_gal,58660.23197474032,0.00068081,1.090837224940013,0.034912068,0.080606079,2.043296027126894e-05,0.1031795599913832,0.027721493,1.438830796402922e-08,0.000192685,6.31108863132094e-06,-2.36E-07,-4.83E-07,2.7742576574539472e-05,0.022977471,3.1,0,0.6969370536203172,235.100712,41.783715,snia,,1,1,2019hqg,100
1411,ZTF19aaywtoc,0.07821451,1.159e-05,z_gal,58656.604164928336,0.000593788,0.6050953295634441,0.030407601,0.3738804093154613,2.901811539007208e-05,0.5836168472589736,0.046782799,-3.54E-06,0.1005609337270151,0.005261355,-8.48E-06,-1.04E-06,0.004959617,0.007056382,3.1,0,0.7358184138564754,158.680199,60.626474,snia-cosmo,norm,1,1,2019hqq,100
1412,ZTF19aaywyug,0.07652274,0.00362353,z_snid,58650.29109038025,0.001043332,-0.044910226,-0.038826248,0.3794320228735159,6.397992981651765e-05,0.3171533506132209,0.050914377,1.5323996814062142e-05,0.024042595,-0.011792361,-6.44E-06,-2.95E-06,0.002534195,0.026056142,3.1,0,0.988845282,231.831207,28.05709,snia,,1,1,2019hch,100
1413,ZTF19aayxlma,0.04192457,0.00410366,z_snid,58665.59227819775,0.003474614,0.5924057176810621,0.1069082676402939,0.1578335182930459,0.000168662,0.1832858489461377,0.037675631,-1.37E-05,0.011178791,0.002365304,-1.72E-05,-5.68E-06,0.002400315,0.039507476,3.1,0,0.9911717494232856,259.103984,36.114126,snia-cosmo,norm,0,1,2019hoc,100
1414,ZTF19aayxlsg,0.06345991,1.048e-05,z_gal,58660.04152486194,0.00102666,1.2362169545071444,0.056945546,0.168374933,4.381084482244684e-05,0.2796312574742916,0.034969376,3.018301037434036e-07,0.013141157,0.00024434,-6.06E-06,-1.33E-06,0.002888956,0.016193271,3.1,0,8.486578120031568e-20,265.138397,47.836413,snia-cosmo,norm,1,0,2019ifx,83.60655737704919
1415,ZTF19aazdcmj,0.08907812,3.08e-05,z_gal,58660.30677866482,0.000513218,0.3806201069999945,-0.029725902,0.4518318291156902,1.9744626081948146e-05,0.2851747937995149,0.035557564,-2.36E-06,-0.056242488,0.001202316,-6.49E-07,-5.34E-07,-0.000909992,0.043598685,3.1,0,0.6885023494863358,329.564046,-13.135476,snia,,1,1,2019iba,100
1416,ZTF19aazdirb,0.08838198,4.177e-05,z_gal,58654.71423924986,0.000678026,1.1929175985383815,-0.141591216,0.3253768743306864,3.054913666436873e-05,0.323291263,0.040545483,1.2401144950281932e-06,-0.019433045,-0.00372964,-5.13E-06,-9.08E-07,0.00147669,0.024630755,3.1,0,0.6116759070354258,351.798926,-10.070364,snia,,1,1,2019ifp,100
1417,ZTF19aazdiwq,0.0276177,0.0029904,z_snid,58640,0.005119198,2.034368436,-0.152173279,0.1428514231847657,0.000260512,0.3736366723770934,0.042243234,-9.91E-18,-8.61E-12,8.327449694496877e-14,-5.22E-05,-5.69E-06,-0.005004328,0.025464448,3.1,0,2.20698916834556e-05,352.924191,-13.251001,snia-cosmo,norm,0,1,2019giq,100
1418,ZTF19aazgdss,0.0773571,1.166e-05,z_gal,58648.86162661661,0.000621298,-0.559764548,-0.021859175,0.4727723010801128,2.757942415643487e-05,0.375246894,0.046519171,5.06277324170781e-06,-0.029438869,-0.01082198,-2.90E-06,-1.03E-06,-9.04E-05,0.031175417,3.1,0,0.7495188126889807,241.180429,27.953343,snia,,1,1,2019hcg,100
1419,ZTF19aazgdvh,0.08218821,2.857e-05,z_gal,58659.21470521807,0.000795844,0.4210036022303555,-0.062560392,0.4145410471828654,3.0282553213619844e-05,0.3377143977248004,0.035046779,-1.12E-06,-0.034828508,-0.000631508,-2.46E-06,-8.47E-07,0.001471186,0.023758762,3.1,0,0.9999953827892956,230.842932,28.612537,snia-cosmo,norm,1,1,2019hkn,100
1420,ZTF19aazgpar,0.08460318,2.363e-05,z_gal,58655.28193310381,0.000601691,-1.161920636,-0.11011034,0.2346846504915447,2.1656574613744008e-05,0.2710978868597821,0.03478641,-4.78E-07,-0.002352034,0.000209899,-1.49E-06,-5.70E-07,0.000181341,0.056297484,3.1,0,0.9907198017613412,261.58805,19.620628,snia-cosmo,norm,1,1,2019hko,100
1421,ZTF19aaziick,0.07633692,1.677e-05,z_gal,58658.982796064185,0.00070173,-0.707434781,-0.010989619,0.1066277101963351,2.3442965159365444e-05,0.1383696870156909,0.029936553,5.244799057722434e-07,-0.006928347,-0.000374795,-1.08E-06,-5.85E-07,0.000420444,0.026677451,3.1,0,0.021090221,247.519201,27.056079,snia,,1,1,2019hqh,100
1422,ZTF19aazlprb,0.06874148,0.00344093,z_snid,58629.999996752806,0.000360815,4.999714927011301,0.1141647764532325,18.83845795879097,4.52673355121345e-05,9.210925808002514,0.1261765657234936,-2.72E-09,9.035779861870357e-09,3.531314131929066e-06,-1.31E-06,-4.65E-06,2.6950917790819277e-05,0.033182243,3.1,0,0,323.406986,-27.787505,snia-cosmo,norm,0,0,2019fjr,100
1423,ZTF19aazlsfj,0.07151812,2.756e-05,z_gal,58658.78368281899,0.000855493,-1.047034688,-0.10588576,0.1899676923530933,2.9449249463120705e-05,0.1693185439766777,0.031946324,-3.03E-07,-0.004743845,-0.000160572,-9.76E-07,-7.44E-07,-0.000254663,0.055143432,3.1,0,0.536914076,324.61651,0.546694,snia-cosmo,norm,1,1,2019hql,100
1424,ZTF19aaznoct,0.02999075,0.00015044,z_gal,58267.00406115088,0.004298556,-1.374447541,-0.187866118,1.6050060477718944,0.000720012,0.4061833071709649,0.094606013,-0.000926824,-0.07487613,0.089435667,-0.000100594,-5.98E-05,0.010689048,0.030514865,3.1,0,0.7427218372173117,324.570181,-27.55758,snia-cosmo,norm,0,0,2018byw,100
1425,ZTF19aazpkyv,0.06613675,0.0029904,z_snid,58658.29781743363,0.000855207,-0.461471424,0.054763954,0.2508003855364222,3.88602486516032e-05,0.1911196225890912,0.037469648,-2.65E-06,0.006589444,0.001241182,-2.86E-06,-1.30E-06,0.001651647,0.129622165,3.1,0,7.036618981117461e-05,319.871866,30.006576,snia-cosmo,norm,1,1,2019iag,99.14529914529916
1426,ZTF19aazpnlc,0.0331496,1.945e-05,z_gal,58633.00000078574,0.002032104,-0.636750551,-0.131072397,0.3967136979881616,0.000186103,0.2366187526279373,0.067290646,-1.16E-10,-1.12E-07,-5.78E-09,-2.26E-05,-1.12E-05,0.003643774,0.067658712,3.1,0,0.085391967,32.777487,29.36771,snia,,0,1,2019kkm,100
1427,ZTF19aazppeu,0.03741922,0.0001338,z_gal,58624.78559004222,0.001194983,0.095586398,-0.399999973,6.955792719731107,0.000127876,1.995227382046718,1.5716891144828424,-0.000885311,-15.94834113,5.978366635334219e-07,0.000196649,4.4295859953169486e-09,-1.46E-07,0.154146011,3.1,0,0.6002962199050587,41.361303,45.971974,snia,,0,0,,100
1428,ZTF19aazpvyr,0.07460743,0.00148035,z_SEDm,58657.241816173584,0.001066671,1.0739853351250068,-0.162468301,0.4647071058170695,5.489569841248107e-05,0.660228732,0.047917293,-3.96E-06,-0.081538598,0.003994762,-1.98E-05,-1.95E-06,0.006309063,0.08008661,3.1,0,0.6523184336468906,203.522845,-18.582015,snia-cosmo,norm,1,1,2019htb,100
1429,ZTF19aazxcvl,0.06564979,1.055e-05,z_gal,58664.99254392689,0.000680456,1.5617942161212923,0.095758821,0.1398694437448284,2.1417309083708418e-05,0.1610353698841141,0.030286895,-2.61E-08,0.007347677,9.094757650331122e-05,-6.16E-07,-5.38E-07,0.000304167,0.007449905,3.1,0,0.9929113434475472,214.022577,45.660117,snia-cosmo,99aa,1,1,2019hud,100
1430,ZTF19aazzpje,0.08834346,3.149e-05,z_gal,58658.41222803093,0.000576236,-1.132522168,-0.100948705,0.2020922476076521,1.920359083105788e-05,0.212778214,0.031460255,1.5336525412464544e-07,-0.009545152,-0.00064951,-8.09E-07,-4.92E-07,0.000403766,0.041043343,3.1,0,0.1359151032559352,238.658512,24.690804,snia,,1,1,2019huq,100
1431,ZTF19ababigc,0.05135933,0.00315317,z_snid,58661.32933998358,0.000676805,-1.161971634,0.1056995633678936,0.27646623,2.5205555906816443e-05,0.1864068750311345,0.03499044,-1.01E-06,-0.014790588,0.000148594,-4.45E-07,-7.05E-07,-0.00077112,0.037799685,3.1,0,0.8637407070192469,328.408894,-7.324387,snia-cosmo,norm,1,1,2019iaw,100
1432,ZTF19ababmsi,0.06336013,0.00662118,z_snid,58663.22946056565,0.001640679,0.5704618628392399,-0.08248584,0.2600200923225202,5.834883993344068e-05,0.139975721,0.032480882,-3.25E-06,-0.011886595,0.000495583,-1.48E-06,-1.52E-06,-0.00025695,0.093834245,3.1,0,0.2692005259655006,26.8953,25.848957,snia-cosmo,norm,1,1,2019hxe,100
1433,ZTF19abacxwt,0.08328953,1.663e-05,z_gal,58663.5934,0.0009521,0.3300283398701318,-0.134418736,0.2502445465142955,3.37353464887509e-05,0.3201907273370648,0.050364935,5.019499478104378e-07,-0.005095552,0.000942694,-3.64E-06,-9.15E-07,1.2500688023416998e-05,0.02896187,3.1,0,0.00780368,200.876033,6.104058,snia,,1,1,2019hvi,100
1434,ZTF19abadovk,0.08674628,0.00291204,z_snid,58654.50121331166,0.000699177,0.9474866355650045,-0.1858672,1.3434750840715424,2.651546917637344e-05,0.6251984104917194,0.041619205,-5.61E-06,-0.770969607,0.022450452,1.3251135715188115e-06,-8.65E-07,-0.010169038,0.064509596,3.1,0,0.010348264,272.244598,28.022306,snia-cosmo,norm,1,0,2019ilk,100
1435,ZTF19abadskf,0.04012354,1.03e-05,z_gal,58665.09143083133,0.002846337,-0.561513156,-0.066625144,0.159279255,9.694274805539284e-05,0.1027659974153531,0.029595675,1.623669335020421e-06,-0.009064348,-0.000277946,-2.44E-06,-2.39E-06,-3.58E-06,0.084955733,3.1,0,0.5149351854183267,348.613312,8.263358,snia-cosmo,norm,1,1,2019huh,100
1436,ZTF19abaejrh,0.086368,0.00142952,z_SEDm,58663.64904836422,0.000508284,0.1962678618749905,-0.076570887,0.3503711173652846,1.953220937972699e-05,0.1522947295800673,0.032784512,-2.65E-06,-0.020297694,0.002082669,-1.65E-07,-5.14E-07,-0.000867567,0.030719275,3.1,0,0.016082421,356.892529,16.350675,snia-cosmo,norm,1,1,2019ica,100
1437,ZTF19abaejto,0.06544544,0.00703154,z_snid,58664.66967266783,0.001031458,-0.074761752,0.04237949,0.2139791812987823,3.4239284023834435e-05,0.1387187454733677,0.029403859,-1.22E-06,-0.010134497,0.00032587,-5.38E-07,-8.26E-07,-0.000284996,0.063828805,3.1,0,0.9415479290704548,353.752111,23.139317,snia-cosmo,norm,1,1,2019hyj,100
1438,ZTF19abaesgr,0.11094569,0.00317648,z_snid,58665.79213688821,0.000414602,1.1175672930023344,-0.04733463,1.0493451619295229,2.4286717050669615e-05,1.7633794268968992,0.061989805,-5.23E-06,-0.249737348,0.007238177,-2.55E-05,-8.24E-07,0.007530841,0.037550985,3.1,0,0.2861394943268627,198.625358,-8.418052,snia,,1,0,2019jxr,100
1439,ZTF19abaeyln,0.08529278,1.108e-05,z_gal,58666.75185,0.000661456,0.3452140754417571,0.1144723210713417,0.398003344,2.516700109309261e-05,0.2839952855491916,0.033834353,-4.25E-07,-0.064675592,-0.000512407,-1.95E-06,-7.25E-07,0.001903497,0.031280145,3.1,0,0.08968922,231.278877,11.585195,snia-cosmo,91t,1,1,2019hvj,100
1440,ZTF19abafrvy,0.0786533,2.44e-05,z_gal,58660.87899017818,0.000479611,-0.462345614,0.032941328,0.2636301326856483,1.765215968698732e-05,0.3110079529822647,0.036342239,1.4371757831683405e-07,-0.017070927,-0.000257137,-1.72E-06,-5.14E-07,0.001859613,0.018492745,3.1,0,0.7991128112403766,204.573335,3.396068,snia,,1,1,2019ibf,100
1441,ZTF19abahsdc,0.0472727,1.414e-05,z_gal,58647.73516347984,0.001159698,-2.291175982,0.042546706,3.339243398419057,0.000370094,0.8059625273207234,0.087619119,-0.001191268,-1.891563262,0.163130212,0.00016467,-2.31E-05,-0.018404822,0.044925514,3.1,0,0.8413084779497325,200.282524,-10.916113,snia-cosmo,norm,0,0,2019ibe,100
1442,ZTF19abahsgg,0.06949196,1.426e-05,z_gal,58664.33877750611,0.001009436,0.9974459436893168,-0.018874038,0.2315497049639816,4.102774539421755e-05,0.413724982,0.037070675,-3.18E-07,0.039615437,-3.82E-05,-8.24E-06,-1.24E-06,0.003948134,0.026804754,3.1,0,0.7834425039266034,181.732934,19.526528,snia-cosmo,norm,1,1,2019hxp,100
1443,ZTF19abahvdh,0.07740003,0.0035609,z_snid,58667.00981666505,0.000958627,0.7475927169055957,-0.104694621,0.1631065446563298,3.4146878957370843e-05,0.2089175925750098,0.032420705,8.379357778380973e-07,-0.0010481,-0.000713547,-2.66E-06,-9.05E-07,0.001046806,0.034027941,3.1,0,0.1091999689261425,232.864369,7.09526,snia-cosmo,norm,1,1,2019hxb,100
1444,ZTF19abajuqh,0.0612204,0.00362353,z_snid,58666.15291697441,0.001257014,0.7474496725357954,0.045006759,0.190815244,4.2268131620305295e-05,0.17043763,0.029848912,-1.87E-08,-0.002685377,-0.000944348,-1.32E-06,-1.08E-06,0.000181213,0.04366506,3.1,0,0.8372231740853859,325.442552,7.202524,snia-cosmo,norm,1,1,2019ibd,100
1445,ZTF19abakdjd,0.06162182,1.644e-05,z_gal,58669.53498225816,0.001011148,0.1333403997626835,0.020139902,0.065585179,2.990154285823106e-05,0.066741009,0.026741393,5.081172326446617e-08,-0.001047402,-7.25E-05,8.443233526208743e-08,-6.86E-07,-0.000269395,0.022653457,3.1,0,0.002740295,256.292391,41.77946,snia-cosmo,norm,1,1,2019iee,100
1446,ZTF19abakjao,0.06134945,1.731e-05,z_gal,58670.470930878495,0.001021227,-0.151977379,-0.046947054,0.1106124826474115,3.260463579869547e-05,0.1447878873913069,0.030384857,1.5745715198402745e-07,0.003078293,-0.000166567,-9.60E-07,-7.98E-07,1.3541839126043784e-05,0.009642015,3.1,0,0.7581963075283166,209.029997,37.564366,snia-cosmo,norm,1,1,2019iei,100
1447,ZTF19abakjci,0.06721228,0.00310846,z_snid,58667.29682645401,0.000719612,0.6697087469119318,0.069738569,0.1730117047009116,2.647087868149953e-05,0.1937697954770872,0.036041584,-5.64E-07,-0.003728174,0.000693739,-1.98E-06,-7.79E-07,0.001486473,0.017410094,3.1,0,0.019131996,190.123619,42.041843,snia-cosmo,norm,1,1,2019ief,100
1448,ZTF19abalbim,0.01111102,0.00012382,z_gal,58658.462429728366,4.035222433397788e-05,1.312523014986612,1.1999999999998714,0.6416561905134586,8.348208942024424e-07,0.2996739968377676,0.011811469,6.198286212178691e-08,-0.125311052,-1.05E-11,1.6037290496479958e-08,5.0956092805542175e-16,6.207243383647928e-13,0.128775962,3.1,0,3.4192404013436685e-08,280.566218,24.896884,snia-pec,iax,0,0,2019ttf,100
1449,ZTF19abalrbb,0.04994214,0.00141186,z_SEDm,58660.16801451769,0.000460759,-2.460778489,0.3630109229876809,0.1318836339451081,2.1509390115429964e-05,0.111503057,0.038559204,-1.34E-07,-0.004815784,-0.000239784,-1.73E-07,-7.72E-07,0.00036262,0.1184023833056814,3.1,0,0.8570170934422735,273.342558,11.492815,snia-pec,91bg,1,1,2019iaf,100
1450,ZTF19abanfrn,0.09152565,1.02e-05,z_gal,58669.012188914334,0.000516505,-0.754922355,-0.085939549,0.4884258114907425,5.199129868159474e-05,1.7109671806030755,0.077618841,-1.04E-05,0.5268477383968607,0.014204468,-7.79E-05,-3.61E-06,0.097362375,0.015957097,3.1,0,0.8838263826278754,185.13115,6.030257,snia-cosmo,norm,1,0,2019iid,100
